replication,method,state,theta_hat,lower,upper
1,MRP2.1,01,0.3270880230431337,0.28234537851677344,0.36271377456297527
1,MRP2.1,04,0.30976257386651596,0.27318373895892345,0.3444676645845691
1,MRP2.1,05,0.31473374563402784,0.27033723706504675,0.35230351158429707
1,MRP2.1,06,0.3322145464981921,0.29841205950848,0.3632372679197002
1,MRP2.1,08,0.309616824966029,0.27638712450362873,0.34151514734880556
1,MRP2.1,09,0.32597875995999637,0.2896604475531417,0.3675032663084854
1,MRP2.1,10,0.3271518566637183,0.292703190809448,0.37306952447819536
1,MRP2.1,11,0.34322899091154063,0.29078961463091135,0.3802971380326944
1,MRP2.1,12,0.33620597095743127,0.3072403152653876,0.37440563545542166
1,MRP2.1,13,0.34326489083481726,0.30564277746118795,0.379659750937174
1,MRP2.1,16,0.30841465241559624,0.27024547596313486,0.3493668026751089
1,MRP2.1,17,0.3341138084961272,0.3003440501174916,0.38251769792996904
1,MRP2.1,18,0.3139526426393874,0.2734532607811894,0.3517345579174374
1,MRP2.1,19,0.3007012772709852,0.2584091066668815,0.346914283019231
1,MRP2.1,20,0.30312792166563157,0.25855663991285655,0.3364594860019617
1,MRP2.1,21,0.32591509444849753,0.2849581235511877,0.3756158987514398
1,MRP2.1,22,0.3387165667493701,0.29891148764701186,0.3756529389509445
1,MRP2.1,23,0.29176384330633653,0.25577536631032877,0.33606053587922685
1,MRP2.1,24,0.339967275338089,0.3010654980074667,0.37885158749414094
1,MRP2.1,25,0.31227792454208736,0.27779164468469525,0.3484853830086729
1,MRP2.1,26,0.32389910439736097,0.2889892865834365,0.3643828999458783
1,MRP2.1,27,0.30695510848362867,0.2719680656556986,0.3550048615385124
1,MRP2.1,28,0.35214370843420945,0.31192059194039057,0.3983559710669312
1,MRP2.1,29,0.31024753961279194,0.2664858930579099,0.3463531130758133
1,MRP2.1,30,0.28269795029584655,0.23553472070793602,0.31663578100477624
1,MRP2.1,31,0.3071186796498433,0.2676021020827212,0.3482058266128572
1,MRP2.1,32,0.32086380407467996,0.2819818635532247,0.36197186538206905
1,MRP2.1,33,0.2994046612878468,0.262247839519196,0.3458652837711561
1,MRP2.1,34,0.3380565381799049,0.3043200321816697,0.3802562805385799
1,MRP2.1,35,0.33963871704990645,0.3059877251519863,0.3796148899704408
1,MRP2.1,36,0.32443291563924953,0.29040260839417215,0.3588617755959615
1,MRP2.1,37,0.3396571955981035,0.3041464327746358,0.38428519903679376
1,MRP2.1,38,0.308711768180352,0.27179018606890326,0.35695130409660225
