replication,SCRAM
18,V018030081M73060673230013
18,V017640861M18060315290012
18,V019940861M57060207280011
18,V017940140M17060464160013
18,V012840140M17060015580011
18,V011930001S55310843240013
18,V018040861M10060926110011
18,V017610062M98130924040011
18,V015530081M73060574840011
18,V011740861M57060570170012
18,V019240861M10060757100012
18,V015210002S71121387660013
18,V013540140M17060377390012
18,V019040140M56060102540013
18,V017330081M73060354070011
18,V010430009S55391731190013
18,V014240140M17060285690013
18,V012540140M56060558100011
18,V017930081M73060600600013
18,V012640140M56060159040011
18,V012200006S31061987140012
18,V010830081M73060909930013
18,V015640140M17060816780013
18,V010540861M10060118200013
18,V019450003S53530442020013
18,V010730081M73060969860012
18,V016810829M99260995420012
18,V010240861M10060750000013
18,V018230001S57311995590011
18,V013020003S50230550910012
18,V015400006S76060055110013
18,V015040861M14060544060011
18,V010400006S36060152110011
18,V011340140M56060569910013
18,V012940140M17060397270011
18,V011240140M56060564400011
18,V019230081M73060684210013
18,V016330081M73060763030011
18,V018430081M95060604290013
18,V019940140M17060433450011
18,V016800006S30061881830011
18,V014710008S53180798410012
18,V015940861M31060383250013
18,V017730081M73060676810011
18,V014140140M56060893820013
18,V017930081M73060750520011
18,V011030987M30100818930012
18,V019630068M12040524190013
18,V013220008S71280835500013
18,V014930081M73060778330011
18,V014440861M31060205940012
18,V014440004S70440548650011
18,V019140140M56060110720012
18,V011910006S10160335010013
18,V017040140M17060290450012
18,V014400006S55060246900013
18,V019340009S34490617160013
18,V015620007S35270074640013
18,V010910009S97191210980012
18,V014630081M73060384760011
18,V018440861M18060415380013
18,V017200006S37060117120013
18,V016230987M30100441920012
18,V016740140M56060762240013
18,V014240861M10060793010012
18,V012240140M56060364510011
18,V010540861M10060613720011
18,V019800006S58060838820012
18,V014230002S30320725410011
18,V011330081M73060931800013
18,V018340861M10060215310013
18,V018210008S95181384870013
18,V017800005S91051318070011
18,V016940861M10060652420011
18,V015040140M56060057540013
18,V019840861M10060018110012
18,V018930081M73060390630013
18,V015330987M70340649800012
18,V014240861M18060622290013
18,V019630081M73060348850011
18,V016640861M57060160670012
18,V015130068M31040455510012
18,V017040140M17060879490011
18,V015510005S90150237980012
18,V017110109M58480569800011
18,V014740861M57060727770013
18,V011830007S38371029090012
18,V014140861M10060311330012
18,V016940861M31060554240012
18,V016040861M57060162370011
18,V017140861M10060204330013
18,V017240861M10060323400013
18,V014440140M56060706620013
18,V013520008S76280165540013
18,V014500006S97060461620011
18,V015840861M18060508790012
18,V015940861M18060962390012
18,V011340861M10060248230011
18,V014340861M14060294950012
18,V019030987M19420380430013
18,V010510829M36261731370013
18,V019400006S91060028200013
18,V014340861M10060856720011
18,V012130081M73060608140011
18,V010840662M16530901290013
18,V018340140M17060804270013
18,V013340140M17060737380011
18,V017740140M17060624170012
18,V013610109M93484792290012
18,V016900006S16060677010013
18,V012200008S41080057520011
18,V014000008S50080604110013
18,V014900008S10080599500011
18,V010200008S31080348220011
18,V019000008S13080447230012
18,V018410006S10160162910011
18,V014400008S31080315020012
18,V016530103M99120706080013
18,V016900008S90080928910012
18,V016820009S98291428770011
18,V010100008S99080372880111
18,V016000008S14080721650013
18,V012200008S14080213050012
18,V010100008S96080020180112
18,V017400008S14080421750011
18,V015000008S50080592310012
18,V019810464M12250347060012
18,V012200008S95080024960013
18,V011230987M10421373940012
18,V013400008S95080006860012
18,V010200008S31080806520013
18,V012010009S31190464500011
18,V011600008S77080369280011
18,V010800008S53080339240013
18,V017700008S50080733510011
18,V019100008S14080168150013
18,V018300008S14080692650011
18,V010800008S13080508330011
18,V012300008S53080859340012
18,V012920000S14201847550012
18,V017710062M12131554060012
18,V018900008S93080881840012
18,V019500008S96080932870012
18,V011100008S14080130250012
18,V013700008S50080327710012
18,V011240907M95510147710012
18,V016000008S53080294240013
18,V018400002S09020759440012
18,V015230081M95060566670013
18,V012700004S91040612210013
18,V015700008S41080479620011
18,V017600008S14080070850012
18,V010400008S70081389190013
18,V011630005S54350173180012
18,V012920000S13201119350011
18,V013040007S78471014590011
18,V010700008S10080545600012
18,V015700008S96080969670011
18,V017000008S96080249870013
18,V016400008S13080015230012
18,V013910006S75160607080013
18,V012650000S12500572150012
18,V011100008S95080668370013
18,V014100008S41080959520013
18,V012100008S13080786630013
18,V019900008S95080581960012
18,V011900008S13080147530012
18,V016350006S10560007400012
18,V015930005S10350465310011
18,V016430987M19420279530012
18,V015050000S12500004250012
18,V011700008S50080163910012
18,V019100008S10080828100011
18,V011500008S31080332020011
18,V011200008S50080792910011
18,V011100008S13080067430012
18,V016500008S95080444360013
18,V013700008S13080136820012
18,V012600008S31080073020013
18,V015250003S11530621010011
18,V015400008S14080541550012
18,V019900008S50080998110011
18,V010800008S93080943840011
18,V011200008S14080224850013
18,V010140907M13240533320011
18,V012740006S74460128910013
18,V018320000S37201766180011
18,V014130103M11120771220011
18,V016400008S14080452550013
18,V019100008S50080557210012
18,V013600008S53080219540013
18,V013200008S50080885800012
18,V013800008S31080044020011
18,V015300008S14080824250013
18,V019040861M31060708040011
18,V014410007S76171830720012
18,V012000008S50080073900011
18,V016200008S50080031610012
18,V016350003S76530723630013
18,V019230987M92420796410013
18,V014200008S53080113240012
18,V015400008S96080158770011
18,V014200008S31080313220012
18,V010000008S95080764660112
18,V010800008S77080198280011
18,V018500008S10080913600011
18,V017910109M31481017220013
18,V010300008S50080096410012
18,V010100008S96080203870012
18,V014100008S13080848630012
18,V017400008S14080432650012
18,V018100008S76080694470013
18,V014600008S13080934130012
18,V019320008S74280751520012
18,V010730002S30320052410013
18,V017400008S14080988950013
18,V014320000S16201812260011
18,V011000008S31080531120013
18,V015200008S13080587820013
18,V011200008S14080596550013
18,V012130987M30100245010013
18,V013300008S50080877610012
18,V010900008S10080376500013
18,V019200008S50080106410013
18,V017400008S32081214490012
18,V012100008S10080256600011
18,V015000008S13080665030012
18,V010700008S95080924760011
18,V012900008S53080857640013
18,V010500008S50080895510011
18,V016300008S96080796080013
18,V015800008S31080663320012
18,V018230008S98380532650013
18,V010100008S99080113880113
18,V012600008S31080051220011
18,V012940001S74410243550011
18,V014600008S50080133210011
18,V017500008S13080097040012
18,V014600008S14080736950013
18,V014400008S13080124130012
18,V017710986M13170249040011
18,V011200009S50090012250011
18,V012400008S31080969320012
18,V014340907M10110397630011
18,V015840861M10060116920011
18,V018900008S50080362710011
18,V019810008S52180072210013
18,V015900008S96080257970013
18,V013720000S16201563060012
18,V010750006S12560390520011
18,V015050006S52560148150011
18,V018000008S51080002720012
18,V015300008S13080740630012
18,V014140009S94490651270013
18,V013100008S95080284960012
18,V013400008S10080171300013
18,V015000008S14080090550011
18,V018700008S70081208190012
18,V011230003S90330494120012
18,V010800008S32081374790013
18,V015200008S95080530660012
18,V011400008S10080279200012
18,V014630001S55310839810012
18,V011400008S95080661170013
18,V015900008S95080335170011
18,V011630987M71420531000013
18,V011100008S53080764740011
18,V014200008S95080982270011
18,V015100008S76080531570013
18,V016430006S96360786720013
18,V010100008S14080946450011
18,V017600008S13080019920013
18,V012100008S10080995700013
18,V013700008S95080635960012
18,V016400008S32081303490011
18,V013850001S59510024220011
18,V011500008S95080924860012
18,V012000008S76080738470012
18,V016100008S95080881560011
18,V012900008S31080873020012
18,V015300008S13080284140011
18,V019600008S95080316460012
18,V014300008S14080388650013
18,V018200008S14080432750013
18,V019300008S13080792730011
18,V016300009S11090484480011
18,V011400009S11090340480011
18,V012000009S30090049520012
18,V016000009S10090568020013
18,V017700009S10090272810012
18,V011600009S90090737760013
18,V019000009S10090377400013
18,V014900009S70090701750012
18,V010000009S30090683930112
18,V017500009S90090953760013
18,V013800009S90090428870012
18,V014100009S90090067970012
18,V014020002S30221051780013
18,V014000009S10090564220011
18,V015000009S30090014430013
18,V010300009S31090270390013
18,V013500009S30090100740013
18,V011500009S10090326810012
18,V018900009S90090573860012
18,V011600009S31090173190013
18,V016200009S30090802720011
18,V013700009S90090507970011
18,V017600009S30090890040013
18,V010800009S90090293070013
18,V017200009S90090392770011
18,V011400009S31090251390012
18,V014100009S50090287940013
18,V019100009S30090523920013
18,V015700009S70090061750011
18,V019600009S10090179200011
18,V019610109M31481246430011
18,V015500009S30090705340011
18,V013400009S11090253380013
18,V013740004S70440670430012
18,V018100009S11090911090012
18,V010900009S90090465860012
18,V011900009S10090592220012
18,V018300009S10090703810011
18,V010400009S30090518520013
18,V011630005S10350935920011
18,V014600009S30090473430013
18,V013200009S10090857800011
18,V016400009S11090215480012
18,V010310109M58480626500011
18,V013300009S51090879690013
18,V015830003S31330104950011
18,V017400009S10090824600012
18,V010220007S36271605090012
18,V018700009S70090944750012
18,V017700009S30090074640013
18,V017900009S10090090010011
18,V013000009S50090182350011
18,V019900009S90090293970013
18,V012400009S90090280560013
18,V018500009S90090822970011
18,V010500009S10090253010012
18,V015000009S30090720830012
18,V019900009S10090267510013
18,V017200009S90090969060013
18,V016100009S10090832710013
18,V016500009S90090688070012
18,V019500009S10090536610013
18,V019500009S10090372000013
18,V010000009S90090294870113
18,V013300009S30090026040013
18,V016900009S30090449040013
18,V015500009S51090853590013
18,V012700009S90090272360012
18,V019400009S11090643980013
18,V019810464M12250842250013
18,V016300009S10090276220011
18,V019150003S36530198920012
18,V010900009S11090549480013
18,V010400009S30090041230011
18,V011640004S70440223930011
18,V010700009S10090253000011
18,V019200009S70090676550012
18,V017300009S31090207390013
18,V013500009S30090219720013
18,V017100009S30090632820013
18,V016900009S30090991820012
18,V016300009S10090649900011
18,V014000009S10090491500011
18,V017800009S10090902910013
18,V014900009S30090181630011
18,V018400009S31090298290013
18,V019800009S30090400340012
18,V012300009S10090062310013
18,V011500009S10090053120012
18,V016200009S30090722720012
18,V012000009S10090169500013
18,V016600009S31090106390011
18,V011200009S30090030430011
18,V010530625M50360240000013
18,V014030003S31330642450013
18,V017900009S30090782840012
18,V015400009S50090808050013
18,V010200009S30090052140013
18,V014700009S10090865200013
18,V012200009S30090842340013
18,V011300009S90090085870011
18,V012100009S11090178680013
18,V014200009S10090212500011
18,V015810000S10100818200011
18,V017110000S10100758900012
18,V011430987M30100755040013
18,V010510000S50100444710012
18,V018710000S10100973200013
18,V010110000S50100757720011
18,V013310000S10100105310011
18,V012510000S50100019020013
18,V015330987M30100338320011
18,V017230987M30100819820011
18,V018810000S10100737210012
18,V016830987M30100289830013
18,V017810000S50100409330011
18,V017510000S50100850240011
18,V014810000S10100773210012
18,V017030987M30100709130012
18,V018810000S50100311520013
18,V015210000S50100533910013
18,V019730987M30100021340011
18,V012330987M30100151930011
18,V015730987M30100475940012
18,V018730987M30100543350012
18,V010110000S50100202330111
18,V015530987M30100604000011
18,V018330987M30100196940012
18,V010930987M30100517350013
18,V018610000S10100471800012
18,V014930987M30100708420013
18,V016530987M30100742340012
18,V017030987M30100744600013
18,V018030987M30100268930011
18,V017330987M30100282350012
18,V017610000S50100717140012
18,V014410000S10100814510011
18,V010910000S10100858900013
18,V019410000S50100342830012
18,V019630987M30100117200012
18,V016610000S50100926120012
18,V010110000S10100957700011
18,V010110000S50100123420113
18,V014010000S50100083530011
18,V013610000S10100880400012
18,V016930987M30100118010012
18,V017130987M30100620400013
18,V017030987M30100718930011
18,V012430987M30100404110011
18,V010610000S10100852310011
18,V013830987M30100895600011
18,V010830987M30100598620013
18,V011530987M30100074640013
18,V016510000S50100796420011
18,V016830987M30100353720012
18,V019750006S12560238620013
18,V012110000S10100613010012
18,V010310000S10100288200012
18,V018130987M30100386930012
18,V012410000S10100118110013
18,V018410000S50100035040013
18,V015210000S10100097410013
18,V012110000S10100168410012
18,V011030987M30100012800012
18,V012230987M30100768720013
18,V012430987M30100073200013
18,V013930987M30100695010013
18,V011230987M30100146800011
18,V010810000S10100854110011
18,V019710000S10100782400013
18,V014110000S50100676820012
18,V016830987M30100241400012
18,V016210000S50100067330011
18,V010030987M30100802900111
18,V015930987M30100585640011
18,V010810000S50100601130012
18,V018310000S50100494830011
18,V010830987M30100744320012
18,V015230987M30100346340012
18,V019210000S10100412210011
18,V017330987M30100001550012
18,V019610000S50100262820012
18,V010030987M30100018300113
18,V018810000S10100828110012
18,V014130987M30100887600012
18,V011810000S10100128800011
18,V019530987M30100145100012
18,V012910000S50100730020013
18,V013010000S10100929800011
18,V016010000S50100083710011
18,V014430987M30100530310013
18,V012530987M30100397550012
18,V017530987M30100664400012
18,V019800009S10090972020012
18,V012730987M30100032510012
18,V019610000S50100808220012
18,V014630987M30100377110011
18,V011330987M30100567010011
18,V010410000S50100018930013
18,V013330987M30100034310012
18,V015830987M30100530030012
18,V011630987M30100566120012
18,V019010000S10100648110012
18,V013530987M30100964740013
18,V011610000S50100336620012
18,V010930987M30100427240011
18,V018330987M30100137810012
18,V016330987M30100469550012
18,V017630987M30100186500012
18,V018310000S10100885700011
18,V015410000S10100099210013
18,V018610000S50100998030012
18,V013410000S50100450820011
18,V010430987M30100407100013
18,V010430987M30100851320011
18,V018910000S50100610040012
18,V012930987M30100753050012
18,V016330987M30100051130011
18,V017330987M30100790320013
18,V011930987M30100641900012
18,V019530987M30100111620012
18,V014910000S50100094710013
18,V018610000S50100362720012
18,V012630987M30100833340013
18,V018310000S50100497730013
18,V010330987M30100887140011
18,V019930987M30100385840011
18,V016810000S10100181000011
18,V017640907M10110685920013
18,V014140907M10110129620012
18,V012640907M10110671950011
18,V015540907M10110083450012
18,V012440907M10110895350013
18,V010840907M10110868710013
18,V019540907M10110189910011
18,V010840907M10110580600011
18,V019140907M10110848710011
18,V012540907M10110292250012
18,V014240907M10110472800013
18,V015340907M10110185230011
18,V017040907M10110080300012
18,V014440907M10110718040012
18,V013440907M10110719660012
18,V012540907M10110238510011
18,V015840907M10110885260012
18,V013140907M10110221240012
18,V017840907M10110018930013
18,V014320004S30240170200011
18,V017030081M73060409520012
18,V011540907M10110887070013
18,V012140907M10110420960013
18,V012240907M10110826850012
18,V014540907M10110785530011
18,V010140907M10110631010012
18,V012740907M10110740010013
18,V010840907M10110428600012
18,V012640907M10110691500013
18,V012540907M10110183170012
18,V011440907M10110225930013
18,V016540907M10110452260011
18,V018740907M10110153910011
18,V016740907M10110636850011
18,V013940907M10110102070011
18,V016240907M10110731350011
18,V018340907M10110318260012
18,V019540907M10110764750012
18,V017040907M10110210450013
18,V013640907M10110748010012
18,V019540907M10110571610012
18,V014840907M10110340760012
18,V016610005S30150747020012
18,V016240907M10110652430012
18,V011940907M10110411940011
18,V011140907M10110767170011
18,V018040907M10110039000013
18,V019740907M10110543360013
18,V019140907M10110280100012
18,V016540907M10110218810012
18,V010640907M10110452550013
18,V012940907M10110674650011
18,V011640907M10110531210013
18,V014540907M10110894610011
18,V014540004S50440053220013
18,V010540907M10110798040011
18,V016940907M10110735600013
18,V015240907M10110663130011
18,V012840907M10110057610011
18,V011140907M10110156800012
18,V012940907M10110942320012
18,V012240907M10110319420011
18,V016540907M10110667020013
18,V015340907M10110947440011
18,V011840907M10110899850013
18,V013440907M10110181100012
18,V014240907M10110090030013
18,V018040907M10110012700011
18,V019040907M10110191900012
18,V012140907M10110907130012
18,V018640907M10110731800011
18,V011840907M10110906230012
18,V013540907M10110629660012
18,V012840907M10110456140012
18,V019940907M10110194600012
18,V017340907M10110608510012
18,V012340907M10110669070011
18,V015940907M10110169850012
18,V014540907M10110226540011
18,V012340907M10110736850012
18,V017640907M10110431400013
18,V017040907M10110539560011
18,V019340907M10110146620011
18,V016040907M10110193060011
18,V017140907M10110621460011
18,V014540907M10110017560011
18,V017240907M10110086330012
18,V016040907M10110101900012
18,V013440907M10110867610011
18,V014440907M10110320600012
18,V018240907M10110342640011
18,V011300005S34051908490013
18,V014740907M10110565210011
18,V013440907M10110432840013
18,V013740907M10110247620013
18,V011840907M10110999840013
18,V010340907M10110005250013
18,V011440907M10110956810012
18,V017340907M10110388630011
18,V010940907M10110345000013
18,V013840907M10110713360012
18,V018840907M10110503120012
18,V016040907M10110988040012
18,V017740907M10110761700013
18,V013740907M10110882120013
18,V018740907M10110636410012
18,V010620007S79270818750012
18,V012550004S30540664500013
18,V016140907M10110616250012
18,V016940907M10110912800012
18,V010440907M10110463340012
18,V019640907M10110888330013
18,V012540907M10110011450012
18,V018740907M10110609760011
18,V014040907M10110997400012
18,V019730103M68120708150013
18,V013530006S92360109900011
18,V011630103M68120858250011
18,V016530007S38371627780013
18,V011830103M11120279100011
18,V011610002S18120776530011
18,V013230005S34350422470011
18,V014310002S51121990460011
18,V019030103M11120654410012
18,V018230103M68120083450012
18,V019410062M79130813340011
18,V012030103M99120289180011
18,V019330103M68120064450011
18,V016010002S90121385950013
18,V016930103M11120846030013
18,V015230103M68120028630011
18,V012130103M68120866550013
18,V013810002S19120853040012
18,V014520005S50250911900012
18,V014030103M68120017650011
18,V016710002S91120338700013
18,V011430103M68120342930013
18,V013230103M11120994800013
18,V014210006S91160442540011
18,V012740005S37450615070011
18,V019210002S75120487020013
18,V016230103M68120818740011
18,V017020008S74280322220012
18,V012630068M31040449830011
18,V012200005S19050841250012
18,V016040001S15410302070013
18,V012830103M68120852050012
18,V018240007S71471642250011
18,V012310986M39170354070011
18,V012010464M52250254280013
18,V010130625M32340097030111
18,V017310002S30121073450011
18,V011730103M68120868240011
18,V014440907M10110001720011
18,V014030103M68120389350011
18,V016630007S92371188560011
18,V015930987M30100898410013
18,V013410464M52250075970011
18,V017640007S56470414030013
18,V013110986M13170394050013
18,V010230103M68120413760013
18,V012530103M68120922070012
18,V010800002S09020291540013
18,V015510002S71121018660013
18,V010110002S30121227350011
18,V018400004S30040272000012
18,V013030103M68120734860011
18,V011930103M11120002010013
18,V019320003S50230832330011
18,V014740907M95510885810013
18,V011610002S11121760160012
18,V018230103M68120258960013
18,V018530103M68120722630012
18,V011630103M99120834780013
18,V013920004S50240037910012
18,V010030103M68120527240112
18,V010130103M11120285420013
18,V011110986M13170615900013
18,V015510003S59130529310012
18,V013530103M99120531290012
18,V014110002S12120236800011
18,V011110002S51121027460011
18,V017910002S75120563420012
18,V013510003S74130203500011
18,V011010002S33120014610013
18,V011830103M68120115660011
18,V010630103M11120479000012
18,V018330003S90330000120013
18,V014540007S56470519130011
18,V013510002S12120363900013
18,V012240907M33240631430012
18,V018030103M99120771680012
18,V014420008S33280179110011
18,V014810986M72181600900012
18,V016230103M68120181450011
18,V019910002S10121880940012
18,V017710002S13120773310013
18,V012030103M99120565680013
18,V017330103M68120557930012
18,V018320004S01245321050012
18,V010930103M99120025570011
18,V017410002S59120265240011
18,V015240009S53490950420012
18,V010210002S96120803720012
18,V016030103M68120465060013
18,V011630103M11120268210011
18,V015730103M68120451460012
18,V010130000S77300394660111
18,V014310002S17120755920011
18,V012830103M68120400350013
18,V010010002S75120637220112
18,V015810002S90121565950013
18,V019320001S58211478280012
18,V013650003S76530866630012
18,V011830103M11120533800011
18,V012910002S50121016750011
18,V012630103M11120077410011
18,V019030103M68120256260013
18,V018010002S51121073460012
18,V018420426M10482381250011
18,V014530103M68120307740013
18,V012510002S72121003070011
18,V015940907M10110786170012
18,V016930987M30100935300012
18,V014830103M11120972210013
18,V019410002S37120825330013
18,V010110002S17120801920112
18,V018930103M68120435350012
18,V014230103M11120702200012
18,V015230103M68120000550011
18,V019740000S54401269390012
18,V016450001S14510353900012
18,V014130625M18360309830012
18,V015750001S51511347420012
18,V013450004S11540315110012
18,V016800004S50040512200011
18,V014730103M68120307730012
18,V013430103M68120396660013
18,V013830103M68120734960012
18,V012810002S90121914950011
18,V017310002S97120273430011
18,V018810002S13120905410011
18,V018500004S52040191820013
18,V016630103M68120350660012
18,V017530103M99120057970011
18,V019430103M99120491770011
18,V014310000S50100224120012
18,V017150001S14510705800012
18,V012030103M68120698230011
18,V010310002S59120794540012
18,V016510002S90120051500012
18,V019110000S10100558110012
18,V011240005S51450160410013
18,V016220000S37201179670013
18,V017330103M68120440760013
18,V011010062M12131964360011
18,V019820003S31230466940012
18,V013930103M11120347610013
18,V017910002S31121506260011
18,V011430103M68120756460011
18,V012430103M68120031160012
18,V010130103M11120900020112
18,V014130103M11120599320011
18,V014510002S11121093160011
18,V013210002S72121363070011
18,V018030009S14390555420013
18,V018730103M11120480810013
18,V010810002S91120372800012
18,V015100001S37010890830011
18,V014810002S95120669520011
18,V015830103M11120328710013
18,V019200006S71060531100011
18,V013230103M99120527590011
18,V011230103M11120900100011
18,V017110002S90120774200012
18,V019810002S71121305560011
18,V013410002S19120483040011
18,V014500001S13010844410013
18,V013510009S72191677350011
18,V014510002S38120748630011
18,V016910002S71121639660013
18,V014630103M11120594910011
18,V010120003S50230587810112
18,V012310002S30120891100011
18,V016930103M68120351550011
18,V015830103M99120899580013
18,V011130103M68120309160011
18,V015130103M11120218620011
18,V018930103M68120626240012
18,V019510002S75120653520013
18,V016010829M36261245460013
18,V011550001S14510490700012
18,V017430103M68120891550011
18,V019420003S50230682320013
18,V010910002S13120089110011
18,V017010006S74160144660013
18,V015430103M68120650550013
18,V012110002S59120309340011
18,V018630103M11120104410011
18,V011730006S92360209010013
18,V015100002S09020965540012
18,V010130987M30100514540011
18,V011330103M68120056440011
18,V010430103M68120179040013
18,V012530103M68120959240012
18,V014610006S38160583490012
18,V017920003S50230947620011
18,V011430103M11120731000012
18,V013930103M99120273090013
18,V019830103M68120971850013
18,V019310464M51330039900011
18,V011230103M68120259140013
18,V011230103M68120331050013
18,V015110002S30121931350013
18,V014330103M68120114060013
18,V014410002S98120144930013
18,V012710002S59120510240013
18,V018630103M68120085240011
18,V018130103M68120264350012
18,V015330103M11120412310012
18,V012310002S90120438400011
18,V017830103M68120543440012
18,V011630103M99120741080012
18,V017210002S13120472510011
18,V017650000S52500962660012
18,V017030103M11120120720013
18,V015730103M11120307820012
18,V018430103M68120903530012
18,V012820004S30240699500012
18,V012640861M18060996590012
18,V012720007S38270082550012
18,V010730103M68120081930013
18,V019030103M68120254450012
18,V018830103M68120879860012
18,V012010002S90120638300012
18,V015630103M68120830530011
18,V019230103M99120321870013
18,V018210002S75120818020011
18,V012030103M68120865650013
18,V019930103M11120635420012
18,V017430625M52340775630011
18,V011530625M91361578750012
18,V011530103M68120050150012
18,V012140004S30440437500011
18,V015830001S97310511840011
18,V019400002S02020332300012
18,V012930002S30320099840013
18,V010810829M39260898500013
18,V012110002S11121050160013
18,V015730987M30100121430012
18,V010810002S78120711930013
18,V016500006S37060210810013
18,V011010002S72121140070013
18,V019700006S37060427510011
18,V014930103M68120107740011
18,V012710002S55120092910013
18,V017050005S90550320500011
18,V010830103M99120654690013
18,V011630103M99120285580011
18,V016530103M99120969690013
18,V019130103M11120737120012
18,V016310002S75120304220012
18,V013510002S90121193060011
18,V016830103M99120241570011
18,V011610002S71121055560013
18,V015510006S31160812730013
18,V016600002S02020687430011
18,V011030103M11120728210012
18,V018130103M68120798850011
18,V015010003S59130088310012
18,V017950004S30541267780013
18,V019810002S13120574410013
18,V018910002S75120279910011
18,V014540009S35490364980013
18,V015610002S72121076960011
18,V015810002S13120033310011
18,V016030987M19420095930012
18,V018610464M51330147910012
18,V012110062M15131315480013
18,V016310062M12131208560013
18,V018110062M31131658640012
18,V016010062M74132368490013
18,V019610062M76130651520011
18,V017710062M12131909560012
18,V011410062M12131879860012
18,V019810062M32132135190011
18,V013210062M53131920080011
18,V011810062M76130190810011
18,V016510062M12131481260013
18,V017710003S93131331120011
18,V016810062M12131635860011
18,V018610062M76130497710011
18,V010910062M53131876180013
18,V010630103M99120015590012
18,V011110062M75130032600012
18,V018510062M98130126920012
18,V014510062M77130253820012
18,V018610062M51130973200013
18,V015810062M36130610310012
18,V018710062M12131897760011
18,V014410062M55132735690013
18,V011610062M76130472610012
18,V019110062M53131087870013
18,V017920000S30200037000011
18,V012410062M71132499980013
18,V019110062M53131703370012
18,V010410003S70131482510012
18,V012330987M50340928000013
18,V016210062M12131032150012
18,V012900001S52011852490011
18,V018010062M12131557750012
18,V017410062M12131299460013
18,V010710062M53131602670013
18,V013510003S77132711730011
18,V010110062M53131876080012
18,V015010062M31131695640013
18,V015730068M31040496460012
18,V010110003S15130652800013
18,V019930007S58370376140013
18,V015720004S30240964900011
18,V017410062M31131488540012
18,V014310003S51131609510013
18,V015410062M76130172020013
18,V013710003S97131158520013
18,V010110062M77130749720112
18,V013210062M76130185410011
18,V014710986M79170412570011
18,V012010062M32132837190011
18,V010110062M12131804350012
18,V018540000S34401374770011
18,V017410062M76130960410012
18,V014310062M54130018300013
18,V013110062M53131202870011
18,V018020008S10280794000012
18,V010110062M98130015240113
18,V018710062M75130328700012
18,V015330987M30100524910013
18,V011820001S11211849450013
18,V010710062M12131446150012
18,V017430625M50360270600013
18,V016910003S54132787330011
18,V012910062M98130540030013
18,V017310062M32132523190012
18,V010910062M98130800830011
18,V013010003S15130806700013
18,V017210003S72130071300012
18,V011600009S50090835940012
18,V018610062M15131889580012
18,V019110062M31130865000011
18,V011310062M32132226290013
18,V016310062M31131587540012
18,V013210062M54130026400013
18,V017330068M31040672040011
18,V012740001S74410172650013
18,V016810062M12131655850012
18,V015210062M31130552000013
18,V017810003S95130523900011
18,V015410062M15131906680012
18,V015210062M12131125760013
18,V018410062M53131522370011
18,V015110003S91131788610013
18,V016310062M53131006770012
18,V019010062M95131248780012
18,V018810003S51132649920013
18,V018810062M76130662320011
18,V016210062M12131739360011
18,V017910003S58132224830011
18,V017910007S31171908210012
18,V012400005S34051352190012
18,V018610062M53131091470013
18,V018610003S58131039620012
18,V013310062M51130118200013
18,V017710062M53131445970012
18,V015740007S75471011170011
18,V015810003S35131313320013
18,V011610003S95130920900012
18,V010210062M77130489720013
18,V010410829M36261181270011
18,V011610062M12131701850013
18,V015210062M98130252030013
18,V012210062M76130723620012
18,V016710062M53131901380013
18,V011310062M76130559810011
18,V017820004S50240665020011
18,V015200006S37060896510012
18,V010420426M10482892370012
18,V013610062M54130827300012
18,V010910062M53131055270011
18,V015020004S01245355250012
18,V018410062M32132162390013
18,V014210003S57132408630013
18,V010210062M98130367930011
18,V017840009S53490654220011
18,V019710062M54130943300011
18,V017110062M75130976700012
18,V015710062M12131572060012
18,V018210003S57132136630011
18,V013210062M98130884530011
18,V016010003S93131333020012
18,V018910062M12131638750012
18,V014610062M77130163820012
18,V013110062M98130188130013
18,V018610003S95130039900013
18,V010540007S94471164260011
18,V012710003S75131276320012
18,V011110003S35131098220013
18,V012800005S34051185880013
18,V018410062M32132253290013
18,V014510007S91170081300013
18,V019810062M98130291530012
18,V016810003S51132667920013
18,V012310062M79130794440011
18,V013110062M75130833700013
18,V017710062M32132163190012
18,V010110062M53131977970113
18,V010900008S53080784740013
18,V015910062M53131912180013
18,V012710062M76130637220012
18,V017410003S59132682930011
18,V012310829M52261839640013
18,V014110062M53131658280012
18,V016810062M36130063010011
18,V017610003S30131167410011
18,V015110003S15130371800011
18,V014410062M12131032950011
18,V011100001S10011357770012
18,V016810062M75130336700011
18,V015710003S51132693920012
18,V012210062M98130816330013
18,V012010062M12131078060013
18,V010310062M12131978860012
18,V017810003S77131113520013
18,V017910062M32132063190011
18,V011210062M53131221770011
18,V011040007S73470208910012
18,V018710062M53131081470012
18,V019210062M79130811540011
18,V012310003S75131709320013
18,V011710062M98130353530011
18,V010410062M76130823420011
18,V016710062M53131261280011
18,V017710062M74132880490012
18,V013810062M53131130170013
18,V012710003S93131630020012
18,V014710062M53131108370011
18,V016210062M31131586640012
18,V019530009S12390183700011
18,V014810003S51131723610011
18,V017610062M31130174000013
18,V012710062M54130575400013
18,V010910062M15131322680013
18,V011610062M53131147180013
18,V013610062M51130019100012
18,V015410062M12131668350011
18,V019910006S56160460380013
18,V014710006S96160301780011
18,V014710006S10160013520012
18,V019210006S50160790230013
18,V010210006S72160479350011
18,V016810006S10160357220011
18,V017710006S55160382870011
18,V017610006S10160182800011
18,V012810006S10160584110011
