replication,SCRAM
51,V019730006S92360685010012
51,V012730068M31040985240011
51,V013030625M74360701410011
51,V015040004S30440149610013
51,V010840907M73540044000012
51,V016230001S55310364530013
51,V010530006S56360393320012
51,V011920004S50240297120013
51,V011710005S30150784820012
51,V010630625M74360665510012
51,V013930625M91361017060012
51,V019340006S97460968520013
51,V013630625M30361849550011
51,V019430625M16360303520011
51,V010630625M78360092840012
51,V012330006S55360640020013
51,V012130006S55360820020013
51,V019710829M36261476660012
51,V019710009S31190842500011
51,V010330006S90360773300012
51,V013330987M54420485810012
51,V011530625M18360778730012
51,V010630625M18360699340011
51,V015440907M73540617200011
51,V014330625M74360398110011
51,V016930625M91361902750012
51,V016330006S55360073910012
51,V016630068M31040913970012
51,V018930006S52360157600011
51,V019030625M97360330530012
51,V016130006S15360894610011
51,V010230068M31040485040013
51,V013930625M16360469030011
51,V013630007S74371479170011
51,V013730007S19371716590011
51,V018330007S32370778700012
51,V011530007S36370533620011
51,V016330007S92371378560012
51,V018930007S18370022530013
51,V010440005S19450716790013
51,V016030007S75370591220011
51,V017640005S75450871950013
51,V013630007S14371491070013
51,V018630007S91371535160012
51,V013330007S76370160130012
51,V013230007S38371468290012
51,V015340907M10110436160012
51,V017830007S15370036910011
51,V014340907M95510984610011
51,V014440002S70420349210011
51,V014040004S70440562240011
51,V015930007S16370240420013
51,V014630007S12370365700013
51,V010730007S15370021810013
51,V012730007S96370619130012
51,V018730006S55360317910013
51,V016530007S91370969400011
51,V018130007S92371541560013
51,V018710062M12131554150012
51,V013830007S53371303960013
51,V013230007S73370907410013
51,V015630007S10371946740013
51,V014430007S97371459280011
51,V011130007S18370359930012
51,V012630007S96370629130013
51,V018930007S55370745120011
51,V016730007S78370652240011
51,V015930007S38371982190012
51,V012030007S18370973630011
51,V011740861M31060142930011
51,V015720004S50240401320011
51,V013630007S58370860140011
51,V019450003S12530188310013
51,V011910109M15482478460012
51,V015330007S12370987500012
51,V010730007S10371802740013
51,V014110062M75130184600011
51,V015230007S18371459380012
51,V019530007S79370361640012
51,V017530007S10370255000013
51,V019230007S12370121600011
51,V010530007S15370380810012
51,V016520000S19200378730011
51,V017130007S93370220510011
51,V011130007S52370579900013
51,V016130007S15370694910012
51,V019630007S94370480710012
51,V015430007S19370759340011
51,V011830007S52370011900012
51,V019830007S58370466140013
51,V013830007S53370549210013
51,V014530007S76370324820011
51,V017630007S18370016930011
51,V014430007S97371379280012
51,V010230007S10371521740011
51,V012530007S38371106480011
51,V011940005S97450253180011
51,V010930007S36370822720013
51,V013730007S76370892920013
51,V017630007S96371355080013
51,V011330007S36370644520013
51,V014630007S18370225730011
51,V011230007S33371152760013
51,V016930003S90330832710013
51,V018730007S94370489610011
51,V012830007S74371129170012
51,V012530007S72370199010012
51,V018930007S33371529760012
51,V013530007S10370280100012
51,V011710986M79170955370012
51,V016400001S79010143760013
51,V010800001S52011982290013
51,V018130007S15370665020011
51,V011530007S73370735410012
51,V013830987M71420974600012
51,V019330007S94370830710011
51,V010930007S99370713640013
51,V010130007S91371269850113
51,V011130003S11330303320012
51,V011030007S38371664480011
51,V010330007S76370288920012
51,V017230007S52371733260013
51,V012030007S17370187230013
51,V011530007S36370715420011
51,V017630007S14371535070012
51,V017130007S91371478650013
51,V011930007S38371576390013
51,V016330007S38371997680013
51,V016930007S38371267780013
51,V019730007S38371953480012
51,V015610003S37130874110013
51,V011520001S14211553070012
51,V018830007S91371091550012
51,V013920004S01245506550013
51,V014940907M70511886420011
51,V010010005S30150486470112
51,V018430007S15371353370013
51,V018540005S31450371010013
51,V017430007S59371958690011
51,V012030007S52371047260011
51,V016700008S50080855210013
51,V011730007S15370998020011
51,V016130007S52370874900011
51,V011030007S98371484490012
51,V017410000S50100861330013
51,V019430005S34350378370011
51,V011230007S38371032780012
51,V016430007S54370609510013
51,V017530987M30100674830011
51,V012930007S58370500140011
51,V017150003S36530652430012
51,V011830007S38371757290013
51,V017710005S30150920900012
51,V011530007S12371508160012
51,V010130007S36370741720113
51,V015340907M33240335420012
51,V019040907M10110614820013
51,V012930007S17370337330011
51,V019330007S12370031600011
51,V019630007S95371600870013
51,V011230987M10421037350013
51,V017530007S91371472350013
51,V014130007S53370268310012
51,V013430007S38371460190012
51,V012520000S54200989210012
51,V017930007S36370120620012
51,V013130007S91370286400012
51,V011630007S52370111900013
51,V011530007S97371137280013
51,V013230007S15370623810012
51,V019330009S16390975540013
51,V011630007S12371597160011
51,V014130008S95380576740012
51,V010630008S75380346440013
51,V010130008S71380723720013
51,V019830008S50381329070013
51,V014330008S71380495820011
51,V017030008S53380648830012
51,V016430008S17380815150012
51,V017430008S71380823420011
51,V010430008S38380335550013
51,V012130008S51380541110013
51,V012030008S90380640200013
51,V013930008S39380484950013
51,V012430000S36300745850012
51,V013030008S75380948440012
51,V018830008S95380072640011
51,V016030008S51380331500013
51,V015140006S19460074530011
51,V015930008S15380282340011
51,V015230008S71380223220012
51,V019630008S10381225460011
51,V014630008S51380981300013
51,V016330008S98380359650011
51,V010130008S72380267230112
51,V019430008S51380651800012
51,V014730008S55380390440012
51,V017130008S53380730730012
51,V016830008S39380456060013
51,V018230008S10381068960012
51,V011830008S51380801110012
51,V012230008S56380233940013
51,V010630008S72380628230013
51,V010230008S53380169040012
51,V019530009S16390693740012
51,V011930008S99380039260012
51,V011430008S71380525620012
51,V012730008S71380891120013
51,V018230008S91380296130013
51,V011330008S53380252930013
51,V015120008S13280543900013
51,V010030008S55380075440112
51,V012130008S51380176500011
51,V018130008S14380266140011
51,V011430008S51380553800013
51,V013030008S53380785730013
51,V015330008S51380242300012
51,V015930008S53380828730011
51,V016130008S71380050610013
51,V018230008S53380993430011
51,V013330008S98380307650013
51,V016230008S71380677810012
51,V017630008S10381253460012
51,V012230008S71380168310011
51,V010030008S18380874550112
51,V018730008S71380736220012
51,V010130008S10381404660012
51,V014330008S50381531370011
51,V015230008S30380615000013
51,V014730008S54380572240012
51,V010730008S51380102900013
51,V017430008S17380816150013
51,V010130008S53380884530011
51,V011610006S56160790480011
51,V018730008S53380272630012
51,V012230008S71380097410013
51,V017830008S71380756120013
51,V012230008S98380406650013
51,V014430008S71380124030011
51,V019530008S10381961860013
51,V014800005S91051285060013
51,V013500008S91081331390011
51,V013330008S55380779340013
51,V016040006S31460384600013
51,V013430008S71380052130012
51,V017030008S71380667920013
51,V011030008S10381303860012
51,V012530008S98380045750013
51,V013930008S59380282160011
51,V013630009S99390540560012
51,V015730009S74391775180011
51,V011630009S31391742170013
51,V017540662M33530562710013
51,V010130009S53390366510013
51,V013930009S35391618780013
51,V015700002S02020343810011
51,V018730009S99390675460011
51,V011730009S90391925860013
51,V017430009S37391381790011
51,V011130009S94390328430012
51,V011130009S52390253900011
51,V014020009S17290241220012
51,V012530009S93391094970012
51,V017430009S55391028090011
51,V012730009S98390489450013
51,V012230009S39390837650012
51,V016530009S39390441750013
51,V010130009S13391745670012
51,V012130009S94390681230012
51,V011930009S53390890310013
51,V018730009S53390632810012
51,V012630009S53390968510012
51,V017830009S53390813610011
51,V010730009S94390798330013
51,V019430009S54390804720013
51,V015430009S53390768810013
51,V014130009S30391988660011
51,V019130009S90391762860012
51,V011800008S10081283980013
51,V015430009S94390001630011
51,V015230009S93390562420011
51,V019130987M10421827450012
51,V013730009S72390594010011
51,V014730009S34391875080011
51,V018030009S55391478090011
51,V014530009S71390140600012
51,V011330009S53390268410013
51,V012230009S16390312240013
51,V015430009S39390539750012
51,V017830009S94390533630012
51,V018850001S59511039530012
51,V015030009S94390110730013
51,V018330009S10390100000011
51,V017820003S10230349400012
51,V010630009S94391640280012
51,V013220001S11211367750011
51,V016430009S15391504480013
51,V012830009S55390045930013
51,V017230009S53390101810012
51,V018830009S56391106490012
51,V017230009S31391317170011
51,V019230009S35391552880011
51,V012750004S16540066360013
51,V018630009S95391647290011
51,V018230009S93391570970011
51,V016730009S36390269840012
51,V018130009S53390634510011
51,V018530009S94390074530011
51,V019130009S52390011010013
51,V015230009S16391943390011
51,V012220006S94260843410012
51,V010130009S56391828390113
51,V015310000S10100907500013
51,V011230009S95391989290011
51,V012030009S17391537690013
51,V019030009S58390687250011
51,V019030009S16390164640013
51,V018530009S53390287220013
51,V017520004S01245392250013
51,V018330009S94390812820013
51,V018530009S54391939080012
51,V014920426M93483824690012
51,V012430009S56391520490012
51,V019630009S78390696450013
51,V013230009S54390058620013
51,V019110009S32190857900012
51,V012400008S10080533000012
51,V015230009S92391870670011
51,V011230009S56390673940012
51,V017730009S53390549910011
51,V010130003S31330670260013
51,V013030009S14390410520013
51,V018230009S30391863660012
51,V014730009S15391503380011
51,V017010829M52261627330013
51,V017230009S91390391700012
51,V018330009S96391393690013
51,V010930009S53390606610011
51,V015030009S79390433360011
51,V017030009S57391570890012
51,V015730009S35391061680013
51,V017850004S72540503220013
51,V018730009S75390089040013
51,V015430009S98390802550012
51,V019340008S92480844300011
51,V015700009S51090673590013
51,V013730009S31391634170013
51,V016630009S16390440840012
51,V013630009S53390595910012
51,V016930009S74391586180011
51,V013730009S55391605090012
51,V018830625M18360958830013
51,V011530009S51390439300011
51,V017320002S30221388280012
51,V013630009S94390679530013
51,V017130009S56391855390013
51,V017230009S34390103620013
51,V011930009S53390970310012
51,V019330009S16390167340013
51,V018230007S91371994160012
51,V016330009S16390536140011
51,V014430009S37391319690011
51,V014420001S36210035120012
51,V013730009S16390013240011
51,V012530009S33391287670013
51,V011830009S94390234920012
51,V016830009S39390080850013
51,V011730009S53390071220013
51,V012130009S58390470350011
51,V018430009S16390613740013
51,V015850004S11540051310011
51,V013830009S74391604180011
51,V015320008S70281559270011
51,V010530009S53390260220013
51,V016030009S58390524350011
51,V015950006S52560874640012
51,V019930009S94390980130013
51,V018240000S53400891020012
51,V019240000S90401580240011
51,V018040000S90401680150012
51,V017040000S30401960040011
51,V012420426M10482794370013
51,V013840000S90401169750011
51,V017140000S34401039180013
51,V014740000S94400722620011
51,V012840000S71400872400013
51,V016240000S90401771850011
51,V015500008S14080188750012
51,V019740000S34401725880013
51,V018340000S71400355600011
51,V010040000S72400152110111
51,V014840005S15450445250012
51,V015340000S54401494490013
51,V013840000S34401154380013
51,V016840000S90401345540013
51,V019340000S72400520310012
51,V016940140M56060134020011
51,V015640000S91401593560011
51,V015040000S90401529950013
51,V013840000S90401625250012
51,V012340000S13400868710013
51,V019120009S54291793450011
51,V010340000S74400069420013
51,V014940000S73400018020012
51,V014740000S90401442640012
51,V014630000S71300683210012
51,V019840000S34401359380011
51,V014540000S90401806250013
51,V018640000S72400189210013
51,V018640000S90401586550012
51,V017340000S53400890020011
51,V012430005S72350533260011
51,V017440000S34401840180013
51,V010740000S56400236820013
51,V019540000S54401278490013
51,V016640000S90401968150012
51,V018940000S34401805780011
51,V012840000S34401143390012
51,V010740000S90401105940011
51,V014710109M58480404210012
51,V017340000S93400528220011
51,V017240007S39470933040011
51,V013320006S16261344450012
51,V012340000S13401804270013
51,V018940000S34401096580011
51,V013640000S90401185140011
51,V014940000S52401778960011
51,V011640000S91401370560013
51,V010040000S34401433090111
51,V010840000S34401423190011
51,V017040000S34401833770011
51,V018540000S90401506640013
51,V010940000S90401746850013
51,V014040000S52401697960011
51,V016440000S73401664570011
51,V015030007S10371675740012
51,V018740000S90401678350012
51,V010540000S55400686720012
51,V017240000S31401218260011
51,V016940000S51401306460011
51,V018340000S90401685650013
51,V019540000S90401304940012
51,V017940000S15400264720013
51,V011140000S72400421410013
51,V012040000S11400064100012
51,V017020000S57201863380011
51,V015040000S18400636230012
51,V013840000S91401241660011
51,V012340000S34401792380012
51,V016240000S93400547220012
51,V018740000S34401015770012
51,V011340000S71400410500011
51,V015840000S33401236370013
51,V019740000S72400240310011
51,V011040009S11490286310012
51,V015140000S14400555320012
51,V014340000S34401865280012
51,V015340000S38400275330012
51,V017940000S90401769150011
51,V017040000S53401036470012
51,V014040861M31060571240011
51,V019540000S32401115860013
51,V012240000S18400213330013
51,V010140000S10401684930013
51,V010140000S18400590330112
51,V018040000S74400607420011
51,V011640000S90401398640013
51,V016840000S74401904690011
51,V015940000S14400726320012
51,V017940000S91401206560011
51,V017740000S90401949150011
51,V019540000S54401369390013
51,V017340000S13401040170013
51,V019740000S34401993970011
51,V012510829M99260846910011
51,V014740001S93410263730013
51,V018340001S76410095880013
51,V014940001S50410816400011
51,V018440001S56410632280013
51,V017340001S15410373960011
51,V019700008S32081734690012
51,V017730000S31300021800012
51,V019740001S15410815060012
51,V017740001S30410341200011
51,V013640001S74410159940011
51,V017440001S93410867530012
51,V017740001S50410423010011
51,V019840001S50410961400012
51,V013340001S91410015420013
51,V016440001S32410157420011
51,V014740001S74410788150012
51,V018540001S15410375850011
51,V012740001S92410918030013
51,V010240001S15410346960011
51,V014140001S93410609040011
51,V016340001S93410150240013
51,V019340001S90410321410012
51,V017240001S76410899290011
51,V014800005S34051076980013
51,V011210986M13170786630013
51,V016840001S71410071120012
51,V012940001S91410725320011
51,V019040001S30410084000013
51,V018940001S15410655950013
51,V013640001S31410733610012
51,V012350005S94550432820011
51,V018630009S94390279030013
51,V010740001S50410770600012
51,V016940001S15410560260011
51,V010440001S35410168770012
51,V011540001S15410349750011
51,V018940001S93410488530011
51,V018340001S34410666740012
51,V019440001S92410756820011
51,V015620003S50230083810012
51,V013510464M71330403320011
51,V011240001S50410323400013
51,V016940001S17410535790012
51,V015940001S15410579160011
51,V018820009S70290777000013
51,V017940001S50410356700013
51,V018840001S53410590430013
51,V010740001S93410298730012
51,V017100005S70050393400011
51,V015540001S15410395570012
51,V010240001S14410001540011
51,V010540001S50410961500013
51,V017140001S14410058440013
51,V016340001S15410848360012
51,V012740001S73410623530011
51,V014340001S71410458120012
51,V016840001S91410878320011
51,V017840001S17410795790011
51,V016940001S50410274800013
51,V011940001S76410065280013
51,V016940001S76410260290011
51,V016410464M90250934300011
51,V019640001S92410485920011
51,V012550003S76530589530013
51,V013630008S10381008560011
51,V011240001S51410030710012
51,V015740001S71410170120012
51,V010340001S70410404210012
51,V013140001S74410165350012
51,V014340001S74410977250013
51,V013640001S50410295300011
51,V010840001S33410824230011
51,V019140001S72410230520013
51,V017740001S92410405820011
51,V010640001S17410789690013
51,V014840001S50410633700011
51,V019840001S76410069580011
51,V014240001S50410659010013
51,V012540001S15410243570013
51,V013520001S11211928740013
51,V018240001S71410066710012
51,V010640001S92410295030011
51,V012410005S90150447690013
51,V015540001S15410840170012
51,V018540662M33530351920012
51,V018540001S35410175870011
51,V014940001S71410283710013
51,V015610006S72160985350013
51,V012440001S17410850890013
51,V013940001S15410134560011
51,V010440001S76410424290013
51,V016140001S15410735670011
51,V014040001S50410828110012
51,V010240001S15410093260012
51,V018340001S92410505920013
51,V011740001S76410032590011
51,V012740001S34410181740013
51,V010040001S15410454160112
51,V017820007S35270946640012
51,V014940001S92410525520011
51,V019640001S50410244110013
51,V011240001S72410112520012
51,V012940001S34410161740011
51,V013740001S15410427260013
51,V019640001S71410596810012
51,V010340001S15410538750011
51,V018840001S71410064020013
51,V010640001S93410479630012
51,V014340001S74410864550011
51,V014240001S70410477210013
51,V012240001S76410685290013
51,V013440001S15410958070012
51,V016640001S92410617520013
51,V010140001S34410920640113
51,V016340001S76410375680012
51,V017540001S15410125850013
51,V014340001S74410410050011
51,V014240001S15410037270011
51,V011440001S51410920710011
51,V018840001S92410226820012
51,V015840001S92410333820011
51,V012640001S76410952680013
51,V019610006S71160854830011
51,V015350004S16540168950012
51,V019540001S15410277760012
51,V012140001S74410527050011
51,V019240001S93410745930011
51,V015440001S16410750180013
51,V017140001S93410784830013
51,V016540001S15410375670011
51,V018340001S50410258500012
51,V014250003S37530762140012
51,V015340001S50410274600011
51,V015540001S76410924780013
51,V014140001S34410973640012
51,V014940001S74410688150011
51,V017640001S71410515810012
51,V012940001S93410525340011
51,V011940001S74410092550013
51,V016050003S36530933230012
51,V014340001S71410378120013
51,V012140001S93410274340012
51,V019430002S91320537770012
51,V012440001S50410032600012
51,V014240001S15410320060012
51,V018240001S15410738560012
51,V010410005S90150374790013
51,V010140001S35410539670113
51,V014040001S74410698050011
51,V015940001S50410909200012
51,V017040001S15410847560013
51,V015340001S76410114780013
51,V011340001S76410230780012
51,V016920003S50230785720012
51,V012340001S76410766190012
51,V010640001S15410177850011
51,V010740001S76410041590011
51,V017440001S15410485750012
51,V015840001S50410001110013
51,V016240001S50410992900012
51,V013110006S38160780690013
51,V016740001S31410536610013
51,V011440001S74410713450012
51,V016340002S78420501050012
51,V019540002S11420067610012
51,V012430987M71420401300012
51,V016330987M10421786150013
51,V019040002S92421470360012
51,V010310000S50100652530013
51,V015040002S30420744500012
51,V012740002S11420806410011
51,V019240002S36420319430012
51,V013440002S30420367300011
51,V016230625M30421180000012
51,V018830987M10421353050011
51,V019940002S92421869160013
51,V011510002S71121953760013
51,V016230987M92420519010011
51,V017240002S30420637400012
51,V013340002S70420665210012
51,V012640002S13421830460013
51,V010730987M19420370530013
51,V014530987M10421515250013
51,V011840002S30420442110013
51,V011140002S52421853950013
51,V018730987M10421688050013
51,V010140907M10110210800112
51,V011330987M10421602460013
51,V019430987M10421074240012
51,V010530987M19420616130012
51,V012330987M54420061910012
51,V012040002S30420626700013
51,V010130987M71420693700111
51,V019730987M54420974520013
51,V017940861M57060065280013
51,V016040002S12420953020011
51,V013140002S52421581950011
51,V018430987M10421641340013
51,V011830987M10421030150013
51,V013040002S70420844310012
51,V016430987M71420725300012
51,V017430987M54420140020011
51,V018040008S92480836300012
51,V014030987M71420890100013
51,V012340002S98420456050012
51,V016740002S96420605630012
51,V016130987M10421745560013
51,V011440907M10110655120011
51,V016440002S30420158500011
51,V012810829M36261069680012
51,V011330987M10421501740012
51,V016030987M10421254060012
51,V016130009S15391873480013
51,V010530987M92420270810013
51,V019530987M19420320920011
51,V019740002S18420269740011
51,V017530987M71420117800012
51,V016220000S30200775000011
51,V012810006S71160116040013
51,V011240002S70421137550013
51,V016830987M10421444140012
51,V011140008S14481256610012
51,V019630987M10421783350012
51,V016730987M71420180800012
51,V018330987M92420430110013
51,V019930987M92420469610012
51,V015240002S77420437240012
51,V015030987M10421128950011
51,V014240002S30420428700013
51,V016340002S30420047010013
51,V016130987M10421868840011
51,V015230987M54420400320013
51,V016530987M19420134630012
51,V015430987M10421991340012
51,V011940002S11420707610013
51,V019130987M54420064420011
51,V014830987M10421925740013
51,V018540002S10420685000011
51,V010130987M19420096730011
51,V016040002S50420871210011
51,V015630625M30361861450013
51,V012010464M71250218530011
51,V011020004S32240955820012
51,V014340002S72421338060012
51,V014440002S55420275330012
51,V015740001S11410716510012
51,V016140002S30420428500011
51,V017530625M30421782000011
51,V015230987M71420721700012
51,V012040002S92421661260013
51,V017940002S57420097140013
51,V012530987M19420089530011
51,V013430987M54420329220013
51,V019330987M10421365850013
51,V010830987M10421044640013
51,V012040002S30420953300012
51,V015030987M19420818630012
51,V016940907M35511262630011
51,V018930987M10421717460011
51,V012530987M92420913210011
51,V015900001S39010317260011
51,V018730987M10421042560012
51,V018830987M92420532510011
51,V017730987M92420347310013
51,V018440002S77420356340013
51,V011840907M13240414900013
51,V011230987M10421137340013
51,V015830987M92420829710013
51,V015840002S92421995160013
51,V017640002S92421622360011
51,V017930987M19420504430011
51,V010040002S30420825600113
51,V014430987M71420990900013
51,V015330987M10421664550012
51,V012040002S94420926030012
51,V015450005S97550139340012
51,V010110006S10160877510111
51,V015240005S14450801730011
51,V014740002S17420133930011
51,V018430987M19420824920011
51,V015840002S59420878150012
51,V014940002S11420734510012
51,V015230987M19420291040011
51,V011630987M10421169650013
51,V013130987M10421682360011
51,V014130987M19420178720011
51,V011830987M92420127610012
51,V011040002S93420708420013
51,V015440002S70420683310013
51,V015540002S34420848820013
51,V010530987M10421070450011
51,V017610000S50100872220013
51,V010440002S14420948620012
51,V014640140M56060617520013
51,V015910109M93484795170012
51,V016840002S52421724060011
51,V018410829M36261030270013
51,V011720008S94280649920013
51,V013630987M19420393730011
51,V018230987M71420563400013
51,V015810464M51330590810013
51,V016440002S78420411050012
51,V019040002S59420353350011
51,V019420008S59280809760013
51,V019930987M54420884520013
51,V010540002S30420831700011
51,V019530987M10421048040011
51,V010610109M93484384770012
51,V010840002S30420288300013
51,V015410009S72190513010011
51,V011230987M10421637550012
51,V014440002S70421792650012
51,V018710464M51330813200013
51,V019040002S51421243750013
51,V014340907M10110784920013
51,V016530103M68120933330013
51,V014240002S34420137820013
51,V016840002S14420679420011
51,V013430987M19420574630011
51,V014550000S10500073200013
51,V016830987M54420217620013
51,V013230987M10421592360011
51,V012110062M53131676280012
51,V011630987M10421566350011
51,V011240002S14420210620012
51,V017940002S11420670510011
51,V014430987M19420933820011
51,V018440002S52421266950011
51,V013430987M54420838520012
51,V018840001S30410173100013
51,V014200008S31080415020013
51,V012240002S52421537950012
51,V017850001S05515241930011
51,V018730987M10421389150012
51,V018240002S77420536340013
51,V012230009S94390580330011
51,V010040002S92421461360112
51,V011530987M54420383220013
51,V013530987M54420429910011
51,V010040002S17420126830112
51,V013540002S33421421760012
51,V010140002S30420290100013
51,V010730987M71420925000011
51,V013630987M19420566720012
51,V011140907M10110119100013
51,V019440004S50440983620011
51,V018340004S70440691750011
51,V017440004S30440820810011
51,V018340004S90440484490012
51,V010840004S70440438330013
51,V014540004S70440450560012
51,V019740004S70440842870012
51,V012240004S70440928450011
51,V016340004S30440120700011
51,V017340004S70440412670012
51,V010440004S90440375580011
51,V010240004S90440728290011
51,V010140004S70440147350112
51,V016540004S50440024320012
51,V018540004S10440658000011
51,V012040004S30440971110011
51,V010240004S70440087330013
51,V013240004S70440112250012
51,V011340004S50440339220011
51,V014740004S70440189560012
51,V010540004S70440878240012
51,V017240004S30440668910013
51,V018140004S30440667110013
51,V011240006S72460404210012
51,V017540004S90440677090012
51,V014640004S70440468640011
51,V014840004S70440191460013
51,V010440004S70440959150012
51,V014440004S70440806970013
51,V016440004S70440902530011
51,V010230009S55390603930013
51,V016540004S70440525270013
51,V018440004S70440583570011
51,V014040004S50440412320013
51,V011840004S70440016660011
51,V018640004S90440923690012
51,V012340004S70440469380013
51,V012940004S70440565860013
51,V010440004S90440457390011
51,V016840004S10440853400012
51,V011940004S70440419330012
51,V013240004S50440695820013
51,V014740004S50440670520012
51,V013540004S70440905960012
51,V011940004S10440182000012
51,V010440004S30440461010013
51,V010240004S70440920180012
51,V010540004S30440917400013
51,V011640004S70440742070012
51,V010740004S90440723880011
51,V012340004S30440340310012
51,V019640004S70440122860011
51,V017140004S70440912630013
51,V016840004S70440687970011
51,V011140004S70440765650012
51,V016240004S30440391510011
51,V016240004S70440819730011
51,V018740004S70440880950013
51,V018420002S30221995680011
51,V013740004S70440217730012
51,V014340004S50440950520013
51,V014340004S30440515010013
51,V015020005S72250831430011
51,V018040004S90440581780012
51,V011040004S90440557490013
51,V010740004S30440996400011
51,V018840004S70440589970012
51,V014040004S90440983190013
51,V012140004S70440102170012
51,V017940004S50440543520011
51,V016940004S90440660790011
51,V019940004S30440270010011
51,V014640004S70440742340012
51,V011940004S70440563960012
51,V019040004S90440017290011
51,V014040004S70440635950011
51,V010600006S33060301700012
51,V010140004S70440300160011
51,V010940004S70440320250013
51,V018640004S70440262740013
51,V013540004S70440467650011
51,V019740004S70440041950011
51,V017440004S30440216210013
51,V010040004S70440934660111
51,V013340004S90440995880013
51,V014430003S11330319240011
51,V010140004S90440726490111
51,V013640004S10440252200012
51,V012640004S10440181200013
51,V013740005S15450806050011
51,V011340005S38450257680011
51,V016740005S51450724510011
51,V010940005S38450719480012
51,V014540005S91450833420012
51,V017540005S97450669080012
51,V010440005S38450816780013
51,V017240005S38450564580011
51,V016610000S10100716500011
51,V014440005S74450187940012
51,V010640005S19450988490012
51,V010340005S75450933060013
51,V019540005S54450417540013
51,V012240005S70450068600012
51,V011340005S51450241310012
51,V015140005S91450486120013
51,V012540005S97450099570013
51,V013940005S12450212520013
51,V014140005S54450375140012
51,V012140005S91450312320012
51,V011540005S75450744060013
51,V017040907M10110355240011
51,V017540005S36450494560011
51,V010640005S52450337620013
51,V015440005S91450650810012
51,V011930625M78360498740012
51,V012140005S36450003260012
51,V018340005S15450048250011
51,V015940002S34420488820013
51,V018140005S95450220160012
51,V015800008S13080938820013
51,V016230003S30330285500012
51,V019340005S19450196590013
51,V018440005S76450123860012
51,V018440005S19450275590011
51,V013140005S36450459660013
51,V016640005S51450916310012
51,V019820002S17220645850011
51,V014140005S31450937900011
51,V018030007S91371822450013
51,V015540005S38450133580012
51,V012940005S53450744130011
51,V014730103M68120205930011
51,V011740005S74450846840013
51,V012240005S38450429580011
51,V010840005S19450899390012
51,V013340005S70450788700013
51,V016840005S91450818120012
51,V011340005S91450312220011
51,V011140005S54450405930013
51,V019830007S91371539850013
51,V015210006S72160253550012
51,V012740005S91450216910011
51,V019540005S14450517530013
51,V011440005S19450330490011
51,V014240005S97450784280012
51,V010640005S36450469360011
51,V019020004S50240013420011
51,V011540005S38450706880012
51,V016140005S77450785370013
51,V016840005S91450361810011
51,V010040005S15450129350112
51,V018940005S53450600230012
51,V015240005S54450814440013
51,V016340005S91450297120013
51,V018040005S15450409150011
51,V012240005S97450358670012
51,V010530081M73060260850013
51,V013500001S71011961680013
51,V011940005S91450238610012
51,V019830987M30100784730012
51,V012330005S10350934130012
51,V017640004S70440985240011
51,V014740005S91450846120013
51,V019840005S19450896590011
51,V016740005S54450887140011
51,V013540005S36450704260011
51,V011840005S36450189460011
51,V017140005S54450611930012
51,V018340005S97450474670011
51,V014040907M10110850420011
51,V011240005S15450292150011
51,V010540907M12240973600011
51,V015440005S97450595280012
51,V015940005S30450766200013
51,V016740005S31450110010013
51,V010740005S54450310440013
51,V015240005S91450910810011
51,V011840005S30450062200011
51,V013940662M33530764120012
51,V010740005S31450072110012
51,V018040005S91450447320012
51,V019310003S95130480900013
51,V018720007S35270670330011
51,V016840005S77450034570011
51,V014940005S57450075270013
51,V010240005S19450529390011
51,V018140005S97450654670011
51,V011140005S97450093080012
51,V011740005S19450969490011
51,V017840005S91450456420013
51,V019830103M11120727230013
51,V011050000S12500232050013
51,V012340005S15450822350012
51,V013540005S31450145110013
51,V010840005S19450356790013
51,V011250004S93540040430012
51,V014040005S91450120710012
51,V012230625M52340100730012
51,V016540005S31450399900013
51,V016340005S95450887160013
51,V011240005S75450024060013
51,V014900009S11090499780011
51,V010240005S91450066610011
51,V013540005S97450253380013
51,V019840005S54450410340013
51,V014440005S53450914330012
51,V010040005S36450837560112
51,V017340005S54450965440011
51,V016550005S37550327630013
51,V011540005S14450577630011
51,V014140005S31450846010011
51,V016340006S56460278220013
51,V017940006S99460964830013
51,V019340006S38460323130013
51,V015240006S99460956350011
51,V013040006S99460548940013
51,V013440006S99460096140012
51,V016440006S99460222940011
51,V015640006S30461052850012
51,V017840006S18460154820012
51,V011330005S70350832240011
51,V012740006S75460926120012
51,V017640006S56460979220012
51,V012440006S39460631630011
51,V010940140M56060729930013
51,V015840006S52461681960013
51,V015840006S99460346440013
51,V013840006S14460110910013
51,V018640006S39460496630011
51,V013340006S99460804440012
51,V018640006S94460233020011
51,V012240006S10461631650013
51,V014540006S30461333650012
51,V015140006S30461784560013
51,V013640006S50460397000011
51,V010140006S99460121440113
51,V016840006S30461863850013
51,V016940006S99460136540011
51,V014740006S52461770960012
51,V010140006S30461566850113
51,V015940006S18460092820013
51,V018340006S99460839350011
51,V015540006S30460560000012
51,V013020007S73270206220013
51,V010340006S99460822350012
51,V014540006S99460707250013
51,V010140006S53460158610113
51,V018840006S56460689320011
51,V017040006S18460064720011
51,V017940006S38460963920012
51,V013230001S95311042490011
51,V015940006S92461310170013
51,V018740006S50460262100012
51,V013040006S30461266160013
51,V013240006S99460983440011
51,V018640006S38460961230013
