method,state,mse,rmse,bias,squared_bias,coverage,theta_hat_mean,theta_true,n_state_sample_mean,state_abbr,error_mean
MRP,27,0.001920772777574554,0.04382662179058014,-0.0036844895031206805,1.357546289860648e-5,0.9,0.3342824108181053,0.33796690032122595,145,MN,-0.0036844895031206693
MRP,28,0.0024420990495963727,0.04941759858184504,0.007794188486341608,6.074937416062009e-5,0.9,0.36794894061721606,0.36015475213087444,84,MS,0.007794188486341613
MRP,29,0.0017215581438453163,0.04149166354637177,0.017536199299326066,3.07518285865684e-4,0.9,0.33944769280778786,0.32191149350846177,114,MO,0.017536199299326094
MRP,30,9.824324727961396e-4,0.031343778853165416,0.024896392922940224,6.198303805734281e-4,1,0.31662398438155537,0.29172759145861515,118,MT,0.024896392922940214
MRP,31,0.0017683960724405616,0.04205230163071412,0.03723204395926658,0.0013862250973847592,1,0.3333690909389884,0.2961370469797218,112,NE,0.0372320439592666
MRP,32,0.003710007197049998,0.06090982841093872,-0.05053519776113067,0.0025538062127565863,0.8,0.43233521858346285,0.48287041634459354,116,NV,-0.05053519776113069
MRP,33,8.557311742121071e-4,0.029252883177767402,-0.01908029288928867,3.6405757674103973e-4,1,0.330009438631658,0.34908973152094663,135,NH,-0.01908029288928864
MRP,34,0.001805829661472832,0.0424950545531222,-0.01601848226689927,2.565917741349664e-4,0.9,0.45370959847838704,0.4697280807452863,135,NJ,-0.01601848226689928
MRP,35,0.0012579086187734327,0.035467007468539445,7.777241986142158e-4,6.048549291101242e-7,1,0.39805276220064795,0.39727503800203373,126,NM,7.777241986142158e-4
MRP,36,0.0025290953174063203,0.050290111527081745,-0.017906135540903693,3.206296900092144e-4,0.5,0.4254437875284277,0.4433499230693314,168,NY,-0.0179061355409037
MRP,37,0.004010440231586757,0.06332803669455384,0.010177209093228357,1.0357558492728995e-4,0.3,0.33048654429456276,0.3203093352013344,139,NC,0.010177209093228334
MRP,38,7.180283577064725e-4,0.026796051158826977,0.02071908095175306,4.2928031548529645e-4,1,0.33199337148079855,0.3112742905290455,77,ND,0.020719080951753066
MRP,39,0.0019611416512743695,0.044284779002207626,-0.031179392707244763,9.721545295925879e-4,0.6,0.3079556556704627,0.33913504837770747,128,OH,-0.03117939270724479
MRP,40,0.00229483941121812,0.04790448216209126,-0.0026165098192237834,6.846123634094476e-6,0.9,0.3314381407457107,0.3340546505649345,98,OK,-0.002616509819223789
MRP,41,0.002762281896276277,0.05255741523587587,-0.012333339796301279,1.5211127053102886e-4,0.9,0.3618526164369015,0.3741859562332028,163,OR,-0.012333339796301301
MRP,42,0.0034017346092413765,0.05832439120334971,-0.0063102302649371165,3.981900599652835e-5,0.7,0.37772871254466617,0.38403894280960327,182,PA,-0.0063102302649371
MRP,44,7.893196659329487e-4,0.02809483343842687,-0.02091609331469068,4.3748295954884814e-4,1,0.3526206285236857,0.3735367218383764,89,RI,-0.020916093314690687
MRP,45,0.0020041334532982106,0.04476754910979839,-0.012089933211555931,1.461664850598831e-4,0.8,0.35265454899140425,0.3647444822029602,122,SC,-0.012089933211555937
MRP,46,3.5726681414506594e-4,0.018901502959951782,-0.0058126366572384455,3.378674490907213e-5,1,0.3484701061623226,0.35428274281956107,65,SD,-0.005812636657238468
MRP,47,0.0012218189219933228,0.03495452648790029,0.006238861062988965,3.89233873632798e-5,1,0.35982373657321365,0.35358487551022466,119,TN,0.006238861062988987
MRP,48,0.0035779995069810657,0.05981638159384991,-0.00605395907522952,3.665042048455386e-5,0.5,0.40606315026589773,0.4121171093411273,344,TX,-0.0060539590752295425
MRP,49,0.0025467086602178894,0.05046492504916548,0.04158639799406796,0.0017294284981210193,0.9,0.3285226117393351,0.2869362137452672,187,UT,0.041586397994067936
MRP,50,0.0029518148360735425,0.05433060680752188,-0.051176033384093225,0.0026189863929298243,1,0.3361118160255906,0.3872878494096838,104,VT,-0.05117603338409321
MRP,51,0.0013131503343143658,0.03623741622017726,0.010501006724836087,1.1027114223505273e-4,0.8,0.33025172282975657,0.31975071610492045,188,VA,0.010501006724836115
MRP,53,0.0015259257959483027,0.039063100183527454,0.01163890421742223,1.3546409138232897e-4,0.9,0.3854274231677915,0.37378851895036924,252,WA,0.011638904217422252
MRP,54,0.0013570565498760418,0.036838248463737275,0.01868862687129693,3.492647743345617e-4,1,0.319811455703548,0.3011228288322511,93,WV,0.01868862687129691
MRP,55,0.0013524603391385107,0.03677581187599413,0.02249336547058528,5.059514901933182e-4,0.9,0.3563544779135137,0.33386111244292843,121,WI,0.02249336547058528
MRP,56,0.0010464874129611091,0.03234945769191671,0.027101590999309127,7.344962346938334e-4,1,0.3430576336787107,0.3159560426794016,76,WY,0.027101590999309144
MRP2,01,0.0023952012372052125,0.04894079318120225,-0.02493798280309409,6.219029862874165e-4,0.8,0.34053093829016023,0.3654689210932543,98,AL,-0.02493798280309406
MRP2,04,7.723947652227081e-4,0.027791991026601678,0.0088425365143238,7.819045200714971e-5,1,0.36303998621997724,0.3541974497056534,190,AZ,0.008842536514323818
MRP2,05,0.0019157978798669708,0.04376982841943718,-0.0026999569346295273,7.289767448854073e-6,0.9,0.30891736847584694,0.3116173254104765,88,AR,-0.0026999569346295438
MRP2,06,7.445060241376498e-4,0.02728563768977463,-0.010799410806205296,1.1662727376118372e-4,0.8,0.4328402695844964,0.4436396803907017,473,CA,-0.010799410806205278
MRP2,08,0.0011563622427004342,0.03400532668127795,-0.01031764327977439,1.0645376284867365e-4,1,0.33404415781550584,0.34436180109528025,175,CO,-0.010317643279774413
MRP2,09,0.0029451481815084353,0.054269219466548765,0.0040593047240863765,1.6477954842989972e-5,0.8,0.4101654035306024,0.406106098806516,103,CT,0.004059304724086388
MRP2,10,0.001163003602791488,0.03410283863245827,-0.009623634595978625,9.261434283691667e-5,1,0.35251579618919254,0.3621394307851712,125,DE,-0.009623634595978647
MRP2,11,0.004744434915039314,0.06887985855850252,0.06254614520744751,0.00391202028031111,1,0.38977255231024127,0.32722640710279377,115,DC,0.0625461452074475
MRP2,12,0.001483115675381485,0.03851124089641211,-0.015290407227410364,2.337965531800431e-4,0.6,0.39603565112443256,0.41132605835184294,263,FL,-0.015290407227410374
MRP2,13,0.0027395484362471322,0.052340695794449776,0.02093867200609753,4.384279853789324e-4,0.6,0.42505116921722774,0.4041124972111302,176,GA,0.02093867200609756
MRP2,16,0.0018080808198630382,0.042521533601965,0.029328322093929403,8.601504768452675e-4,1,0.3041925041857262,0.2748641820917968,148,ID,0.029328322093929382
MRP2,17,0.0029662743632263254,0.054463514055065575,0.01327015134138652,1.7609691662330248e-4,0.4,0.38830854683207616,0.3750383954906896,155,IL,0.013270151341386538
MRP2,18,0.0024531885266093614,0.049529673193040163,-0.011949637713940142,1.4279384149442059e-4,0.9,0.3591767834195641,0.37112642113350425,115,IN,-0.011949637713940142
MRP2,19,0.0022903272667553634,0.047857363767296705,0.03313088435391805,0.0010976554980726917,1,0.3196930844278812,0.28656220007396316,114,IA,0.03313088435391803
MRP2,20,0.0019523100390633225,0.04418495263167454,0.014182874924966202,2.0115394113723507e-4,1,0.3027394233396156,0.2885565484146494,103,KS,0.014182874924966227
MRP2,21,0.0017373044812157882,0.041680984647867764,0.00471240174411125,2.220673019790275e-5,1,0.38702550976605254,0.3823131080219413,113,KY,0.00471240174411125
MRP2,22,9.920189988512078e-4,0.03149633310166769,-0.015886643331141675,2.523854363309083e-4,1,0.4172192688832129,0.4331059122143546,86,LA,-0.015886643331141703
MRP2,23,0.004457711820807383,0.06676609784020167,-0.034585667234427415,0.001196168378050546,1,0.30061267813794973,0.33519834537237714,114,ME,-0.03458566723442741
MRP2,24,0.0028527936527700604,0.05341154980685414,-0.006298151926125389,3.966671768455695e-5,0.8,0.3918188713696355,0.3981170232957609,162,MD,-0.006298151926125373
MRP2,25,0.0011838107526146186,0.034406551013064626,-0.019632961453210786,3.8545317542326056e-4,0.9,0.4056167398821845,0.4252497013353953,186,MA,-0.019632961453210807
MRP2,26,0.001016601511966732,0.03188418905926152,-0.003449214435557535,1.1897080222458484e-5,1,0.4283919627052779,0.4318411771408354,195,MI,-0.0034492144355575127
MRP2,27,0.003353569104206966,0.05791000867041004,-0.009933385618811158,9.867214985200433e-5,0.8,0.3280335147024148,0.33796690032122595,145,MN,-0.00993338561881113
MRP2,28,0.004250407138944007,0.06519514659040201,0.0017897626750699724,3.2032504330736237e-6,0.9,0.3619445148059444,0.36015475213087444,84,MS,0.0017897626750699724
MRP2,29,0.0030084987907276844,0.05484978387129419,0.02274748962868071,5.174482844069365e-4,0.9,0.3446589831371425,0.32191149350846177,114,MO,0.022747489628680728
MRP2,30,0.0010333320021032341,0.0321454818303169,0.006607392447279425,4.3657634952365194e-5,1,0.2983349839058946,0.29172759145861515,118,MT,0.006607392447279425
MRP2,31,0.0012779189540465638,0.035747992307912396,0.023518553691486775,5.531223677393462e-4,1,0.3196556006712086,0.2961370469797218,112,NE,0.023518553691486754
MRP2,32,0.002986420662694433,0.054648153332884294,-0.04412993285865794,0.0019474509741096578,0.9,0.4387404834859356,0.48287041634459354,116,NV,-0.04412993285865796
MRP2,33,0.0016419679067295235,0.0405212031747519,-0.02161199078816417,4.6707814582769297e-4,1,0.32747774073278246,0.34908973152094663,135,NH,-0.02161199078816417
MRP2,34,0.002016146388430666,0.04490151877643635,-0.016991145016708398,2.886990089788146e-4,0.8,0.4527369357285779,0.4697280807452863,135,NJ,-0.016991145016708398
MRP2,35,0.0020854477910683244,0.04566670330851926,-0.0033208922098011185,1.1028325069117756e-05,1,0.3939541457922326,0.39727503800203373,126,NM,-0.0033208922098011406
MRP2,36,0.001799400175752623,0.04241933728563688,-0.01659925514607033,2.7553527140434234e-4,0.7,0.4267506679232611,0.4433499230693314,168,NY,-0.016599255146070302
MRP2,37,0.00381500550473724,0.06176573082816425,0.012284868447660224,1.5091799277631773e-4,0.4,0.33259420364899467,0.3203093352013344,139,NC,0.012284868447660247
MRP2,38,5.356889915056119e-4,0.02314495607050512,0.010238692901586433,1.0483083233299641e-4,1,0.3215129834306319,0.3112742905290455,77,ND,0.01023869290158641
MRP2,39,0.0019334247044884207,0.04397072553970904,-0.030624706305124576,9.37872636275137e-4,0.7,0.3085103420725829,0.33913504837770747,128,OH,-0.030624706305124594
MRP2,40,0.0031336296702913335,0.055978832341263905,-0.006635541011848653,4.403040451992545e-5,0.8,0.32741910955308584,0.3340546505649345,98,OK,-0.006635541011848656
MRP2,41,0.0033012175595577816,0.0574562229837446,-0.016497097313780094,2.721542197803304e-4,0.8,0.3576888589194227,0.3741859562332028,163,OR,-0.016497097313780074
MRP2,42,0.005208903192769443,0.07217273164270176,-0.008961629047830894,8.031079519092646e-5,0.5,0.3750773137617724,0.38403894280960327,182,PA,-0.008961629047830877
MRP2,44,0.0013801974359305197,0.03715100854526724,-0.024154412546138825,5.834356454490686e-4,1,0.34938230929223757,0.3735367218383764,89,RI,-0.024154412546138815
MRP2,45,0.0025619158962518645,0.050615372133887,-0.021364389253113587,4.564371281585553e-4,0.8,0.3433800929498466,0.3647444822029602,122,SC,-0.02136438925311357
MRP2,46,0.001618524823732789,0.04023089389676532,0.0018326725903347163,3.358688823364159e-6,1,0.3561154154098958,0.35428274281956107,65,SD,0.0018326725903347052
MRP2,47,0.0021549703470538574,0.04642165816786231,0.007666470303109624,5.8774766908461774e-5,0.8,0.3612513458133343,0.35358487551022466,119,TN,0.007666470303109629
MRP2,48,0.003107571466542147,0.05574559593853264,-0.00812045634341953,6.59418112253825e-5,0.6,0.40399665299770776,0.4121171093411273,344,TX,-0.008120456343419513
MRP2,49,0.0014022266222797329,0.03744631653820884,0.018972065357103014,3.599392639141883e-4,1,0.3059082791023702,0.2869362137452672,187,UT,0.018972065357102996
MRP2,50,0.0031710774212828177,0.056312320332968145,-0.03773334332605199,0.001423805198561712,1,0.3495545060836318,0.3872878494096838,104,VT,-0.037733343326051993
MRP2,51,0.0015422446414217904,0.0392714227068716,0.009580158588479892,9.177943858042503e-5,0.8,0.32933087469340033,0.31975071610492045,188,VA,0.009580158588479881
MRP2,53,0.0016997432964042482,0.04122794315029854,0.01375933432530072,1.8931928107539863e-4,0.9,0.38754785327567,0.37378851895036924,252,WA,0.013759334325300743
MRP2,54,0.0033277754672240076,0.05768687430624065,0.018346697399555786,3.3660130547086704e-4,1,0.3194695262318069,0.3011228288322511,93,WV,0.0183466973995558
MRP2,55,0.0017392315386608075,0.041704094986713326,-8.518889646149719e-4,7.257148080327688e-7,0.8,0.33300922347831347,0.33386111244292843,121,WI,-8.518889646149663e-4
MRP2,56,0.0021607121278665632,0.04648346079915482,0.02482167267636868,6.161154344527875e-4,1,0.3407777153557703,0.3159560426794016,76,WY,0.0248216726763687
MRP3,01,0.0019849257281134513,0.04455250529558861,-0.010045932656172884,1.0092076293236078e-4,0.8,0.3554229884370814,0.3654689210932543,98,AL,-0.010045932656172873
MRP3,04,0.001091887776181462,0.033043725216468284,0.020009260463502994,4.0037050429630403e-4,0.9,0.3742067101691564,0.3541974497056534,190,AZ,0.020009260463502987
MRP3,05,0.0019921947906523306,0.04463400934996015,0.0065640081624507825,4.30862031567205e-5,0.9,0.31818133357292727,0.3116173254104765,88,AR,0.006564008162450785
MRP3,06,9.970612920915537e-4,0.0315762773627854,-0.01377583601016234,1.8977365777888544e-4,0.7,0.4298638443805393,0.4436396803907017,473,CA,-0.013775836010162357
MRP3,08,5.759122549408206e-4,0.023998171908310443,-0.004782592908709554,2.2873194930438913e-5,1,0.3395792081865707,0.34436180109528025,175,CO,-0.0047825929087095265
MRP3,09,0.0025081380713155898,0.05008131459252632,-1.6881318974879545e-4,2.8497893033162816e-8,0.8,0.4059372856167672,0.406106098806516,103,CT,-1.6881318974881765e-4
MRP3,10,6.447947567372403e-4,0.025392809154113696,-0.004411631536672689,1.9462492815365032e-5,1,0.3577277992484985,0.3621394307851712,125,DE,-0.004411631536672678
MRP3,11,0.004080496265324083,0.06387876224007541,0.06037904710512636,0.0036456293293230676,0.9,0.38760545420792014,0.32722640710279377,115,DC,0.06037904710512637
MRP3,12,0.0012742241851060934,0.03569627690818881,-0.015596579078867823,2.4325327896337746e-4,0.6,0.39572947927297514,0.41132605835184294,263,FL,-0.0155965790788678
MRP3,13,0.0024317180416928213,0.04931245321105837,0.02155698741704501,4.6470370649863684e-4,0.6,0.4256694846281752,0.4041124972111302,176,GA,0.021556987417045037
MRP3,16,0.0023141786050140637,0.04810591029191801,0.044232267079037345,0.0019564934509512908,1,0.31909644917083413,0.2748641820917968,148,ID,0.044232267079037324
MRP3,17,0.0034343614297040956,0.05860342506802905,0.013803303837546632,1.9053119683162958e-4,0.3,0.38884169932823626,0.3750383954906896,155,IL,0.013803303837546632
MRP3,18,0.0017069258403649553,0.041314959038645495,-0.01535316067981395,2.3571954286018512e-4,1,0.3557732604536903,0.37112642113350425,115,IN,-0.01535316067981396
MRP3,19,0.0019011438639005695,0.043602108479987176,0.03658177523982098,0.0013382262796967793,0.9,0.32314397531378414,0.28656220007396316,114,IA,0.03658177523982098
MRP3,20,0.002163300923048757,0.046511298875098694,0.027247325131692347,7.424167268321534e-4,0.8,0.31580387354634176,0.2885565484146494,103,KS,0.027247325131692368
MRP3,21,0.0015009015136175333,0.038741470204646765,-0.009752196942166608,9.510534519880374e-5,1,0.3725609110797747,0.3823131080219413,113,KY,-0.009752196942166613
MRP3,22,0.0016839035439967249,0.041035393796047884,-0.03091430219174921,9.556940800027901e-4,0.9,0.4021916100226054,0.4331059122143546,86,LA,-0.030914302191749232
MRP3,23,0.0012456521345594693,0.035293797395002276,-0.019031408215159817,3.621944986520526e-4,1,0.31616693715721733,0.33519834537237714,114,ME,-0.019031408215159806
MRP3,24,0.002294070631945263,0.04789645740496121,-0.0013576490356059067,1.8432109038816487e-6,0.9,0.39675937426015495,0.3981170232957609,162,MD,-0.0013576490356059234
MRP3,25,0.001050292653352431,0.03240821891669505,-0.023868503704425892,5.697054690881925e-4,1,0.4013811976309694,0.4252497013353953,186,MA,-0.023868503704425892
MRP3,26,0.0013722014294243298,0.037043237296763495,-0.012149200896254176,1.4760308241754325e-4,0.9,0.41969197624458127,0.4318411771408354,195,MI,-0.012149200896254153
MRP3,27,0.0019637645902034124,0.04431438355887863,-0.0030223243613557993,9.13444454524474e-6,0.9,0.33494457595987015,0.33796690032122595,145,MN,-0.0030223243613557993
MRP3,28,0.0024189117792008698,0.04918243364455311,0.007666688289816509,5.8778109333209585e-5,0.9,0.367821440420691,0.36015475213087444,84,MS,0.007666688289816537
MRP3,29,0.0017611204447049536,0.04196570557854298,0.017903671002624594,3.2054143537022076e-4,0.9,0.33981516451108634,0.32191149350846177,114,MO,0.017903671002624577
MRP3,30,9.43108169485833e-4,0.03071006625661744,0.0245001794967327,6.002587953721214e-4,1,0.3162277709553479,0.29172759145861515,118,MT,0.02450017949673272
MRP3,31,0.0018400192432616747,0.04289544548389345,0.038347631249404227,0.0014705408224402836,1,0.33448467822912603,0.2961370469797218,112,NE,0.03834763124940421
MRP3,32,0.003780511322134583,0.06148586278271277,-0.05224854106333237,0.002729910043246729,0.7,0.43062187528126117,0.48287041634459354,116,NV,-0.05224854106333238
MRP3,33,8.991402192891487e-4,0.029985666897522033,-0.02036629089799427,4.147858049417243e-4,1,0.32872344062295233,0.34908973152094663,135,NH,-0.0203662908979943
MRP3,34,0.0018224019549379065,0.04268960007938592,-0.014736950310648372,2.1717770445851914e-4,0.8,0.45499113043463796,0.4697280807452863,135,NJ,-0.014736950310648367
MRP3,35,0.001326747530235312,0.036424545710760925,0.001312495962203264,1.7226456507998719e-6,1,0.398587533964237,0.39727503800203373,126,NM,0.0013124959622032861
MRP3,36,0.0023531416328124357,0.048509191219937235,-0.017825288519013677,3.1774091078608084e-4,0.5,0.42552463455031775,0.4433499230693314,168,NY,-0.01782528851901366
MRP3,37,0.003679470440038136,0.060658638626646874,0.013706716029380159,1.87874064310067e-4,0.3,0.3340160512307146,0.3203093352013344,139,NC,0.013706716029380173
MRP3,38,7.208155819039333e-4,0.02684800890017607,0.020459049464692024,4.1857270499871504e-4,1,0.3317333399937375,0.3112742905290455,77,ND,0.020459049464692014
MRP3,39,0.0017661026911611347,0.042025024582516723,-0.029768767075007807,8.861794931660688e-4,0.7,0.30936628130269966,0.33913504837770747,128,OH,-0.029768767075007807
MRP3,40,0.002332548176004208,0.04829646131968892,-0.0032550271133047703,1.0595201508349186e-5,0.9,0.3307996234516297,0.3340546505649345,98,OK,-0.003255027113304776
MRP3,41,0.002642329597875719,0.05140359518434211,-0.012981962353884564,1.6853134655767603e-4,0.9,0.36120399387931823,0.3741859562332028,163,OR,-0.012981962353884546
MRP3,42,0.003909857325056968,0.06252885194097976,-0.0057420969683656285,3.297167759411374e-5,0.7,0.37829684584123763,0.38403894280960327,182,PA,-0.00574209696836564
MRP3,44,7.60233452620133e-4,0.02757233128736366,-0.021420276598634803,4.588282495620218e-4,1,0.35211644523974156,0.3735367218383764,89,RI,-0.021420276598634824
MRP3,45,0.002084836941938994,0.04566001469490558,-0.012211897955848016,1.4913045168404496e-4,0.9,0.35253258424711215,0.3647444822029602,122,SC,-0.012211897955848039
MRP3,46,3.510212667450555e-4,0.018735561554035562,-0.004844062606253091,2.3464942533299487e-5,1,0.349438680213308,0.35428274281956107,65,SD,-0.004844062606253086
MRP3,47,0.0013649522678630482,0.03694526042489142,0.009641495220234686,9.29584300818083e-5,1,0.3632263707304593,0.35358487551022466,119,TN,0.009641495220234664
MRP3,48,0.003071774244373817,0.055423589241168934,-0.010562670710886679,1.115700125466233e-4,0.6,0.4015544386302406,0.4121171093411273,344,TX,-0.010562670710886679
MRP3,49,0.002427933572308766,0.04927406592020559,0.04108650419216281,0.0016881008267326122,0.9,0.32802271793743,0.2869362137452672,187,UT,0.04108650419216281
MRP3,50,0.002988235376502038,0.054664754426431275,-0.05150511212024729,0.002652776574519244,1,0.33578273728943653,0.3872878494096838,104,VT,-0.051505112120247276
MRP3,51,0.0012195785371049478,0.03492246464820242,0.009447111308352029,8.924791207239278e-5,0.8,0.32919782741327247,0.31975071610492045,188,VA,0.009447111308352019
MRP3,53,0.0012556280535726187,0.03543484236697856,0.009984062817662804,9.968151034703693e-5,0.9,0.38377258176803203,0.37378851895036924,252,WA,0.009984062817662787
MRP3,54,0.0012355144377226646,0.035149885315924785,0.018818933994437032,3.5415227668697774e-4,1,0.3199417628266881,0.3011228288322511,93,WV,0.018818933994437015
MRP3,55,0.0014244939700850936,0.03774246905125701,0.022877551812592954,5.233823769378752e-4,0.9,0.35673866425552136,0.33386111244292843,121,WI,0.022877551812592933
MRP3,56,0.0011565877940233995,0.03400864293122264,0.028175069332748014,7.938345319051576e-4,1,0.3441311120121496,0.3159560426794016,76,WY,0.028175069332747993
