replication,method,state,theta_hat,lower,upper
1,NSB,01,0.3323723737443492,0.2962000783279819,0.3612001040376949
1,NSB,04,0.31060905814400924,0.27952743405694513,0.336084844640792
1,NSB,05,0.3190629864403641,0.2853523391330493,0.35169363418032096
1,NSB,06,0.33349244644595466,0.3034641822027,0.36017012031579326
1,NSB,08,0.30985482538539155,0.2783147518443624,0.33739682747152305
1,NSB,09,0.32407994784347394,0.2941556776904679,0.3574089420387452
1,NSB,10,0.32438979771918053,0.2967417108021341,0.36157731147546424
1,NSB,11,0.34753795300417,0.30262202997530596,0.37865008061447913
1,NSB,12,0.333136117716503,0.3065656657307385,0.37139747056347117
1,NSB,13,0.34436073291421215,0.31144678435857165,0.3759544089182165
1,NSB,16,0.3044829403889337,0.27374153715115596,0.33503871956805753
1,NSB,17,0.3280899634365064,0.3015761655057563,0.364662304606968
1,NSB,18,0.3115413583353774,0.2801625829696056,0.3412450188652627
1,NSB,19,0.2993729581865157,0.2681082077666065,0.32910297781368225
1,NSB,20,0.30665376697602503,0.27287555701207644,0.3343380659756634
1,NSB,21,0.31955475624699464,0.2896327258714215,0.3556818699231791
1,NSB,22,0.3433665974218523,0.30828044239523467,0.3756106152504243
1,NSB,23,0.28687190919046296,0.2586415993136878,0.3211544555237746
1,NSB,24,0.3394318577146475,0.3085923478602899,0.3702506989309118
1,NSB,25,0.31111645619513106,0.2841463723986983,0.34315540179295906
1,NSB,26,0.32197896618781063,0.2972778157654136,0.3579266207196874
1,NSB,27,0.3028373189920735,0.2772420475020481,0.34063094271069494
1,NSB,28,0.35468980427469277,0.3214705171331952,0.39075058046639205
1,NSB,29,0.3127806400011176,0.2777527969541459,0.3394835619455636
1,NSB,30,0.2880499825371852,0.2542118281120354,0.31412912946456895
1,NSB,31,0.30847464576326744,0.2791852256850813,0.340045025638276
1,NSB,32,0.32357899968216164,0.29509110638804026,0.35457053193075905
1,NSB,33,0.2955331663572899,0.267840461356446,0.3290823837611506
1,NSB,34,0.334224988723291,0.3062995111802509,0.3723948737326191
1,NSB,35,0.3395778059978711,0.31105067413031645,0.37633275928312737
1,NSB,36,0.32499987720632034,0.29439894343166023,0.3553798603810538
1,NSB,37,0.33514595738073527,0.3060087178816542,0.36667095136410577
1,NSB,38,0.3052159778419832,0.27689497063376967,0.33864303736448104
1,NSB,39,0.31773230191718865,0.2887883564461028,0.3497948160806201
1,NSB,40,0.32555899507781755,0.28891290720091234,0.3555264691686625
1,NSB,41,0.29490952642926194,0.2619277315919434,0.3206421146840057
1,NSB,42,0.3141338100089606,0.28866049472812993,0.3458669737781879
1,NSB,44,0.3110761894630717,0.2802945484535124,0.3402163973779043
